string_id,context,ko,en,ja,zh-Hans,zh-Hant,es,fr,de,pt-BR,notes,status
p05_07.data.01.row.04.label,lore,공통 구성,,,,,,,,,wb_v1,ko_draft
p05_07.data.01.row.04.value,lore,"오래된 집(혼자 살아온 흔적), 작은 마당(자기 방식으로 꾸민 자리), 이름 없는 길 두세 개.",,,,,,,,,wb_v1,ko_draft
p05_07.data.01.row.05.label,lore,흔적,,,,,,,,,wb_v1,ko_draft
p05_07.data.01.row.05.value,lore,"선반 위 물건들, 벽에 남은 손자국, 더디 자란 식물. 아이동이 오래 혼자 있어온 시간의 무게다.",,,,,,,,,wb_v1,ko_draft
p05_07.data.01.row.06.label,lore,단서,,,,,,,,,wb_v1,ko_draft
p05_07.data.01.row.06.value,lore,아이동섬 어딘가에서 흘러나온 조각들이 항로 위에 떠다닌다. 의도적인 것인지는 아이동 자신도 모를 때가 많다.,,,,,,,,,wb_v1,ko_draft
p05_07.data.01.row.07.label,lore,떠난 뒤,,,,,,,,,wb_v1,ko_draft
p05_07.data.01.row.07.value,lore,아이동이 반짝섬으로 함께 돌아온 뒤에도 아이동섬은 사라지지 않는다. 불이 꺼진 채 거기 있다. 풍어진 것이 아니라 쉬는 것이다.,,,,,,,,,wb_v1,ko_draft
p05_07.data.01.row.08.label,lore,재방문,,,,,,,,,wb_v1,ko_draft
p05_07.data.01.row.08.value,lore,아이동이 가끔 자기 섬으로 돌아가는 때가 있다. 반짝섬에서 사라졌다고 걱정할 필요 없다. 다시 돌아온다.,,,,,,,,,wb_v1,ko_draft
p05_08.title,lore,단서와 오브젝트,,,,,,,,,wb_v1,ko_draft
p05_08.category,lore,기록,,,,,,,,,wb_v1,ko_draft
p05_08.nav_label,lore,단서와 오브젝트,,,,,,,,,wb_v1,ko_draft
p05_08.summary.01,lore,항로에서 만나는 단서 조각들의 종류와 성질.,,,,,,,,,wb_v1,ko_draft
p05_08.body.01,lore,"단서는 아이동섬에서 흘러나온다. 일부러 보낸 것도 있고, 파도에 실려 흘러다니다 배에 걸려든 것도 있다. 단서의 종류는 아이동의 성격만큼 다양하다.",,,,,,,,,wb_v1,ko_draft
p05_08.body.02,lore,"단서는 항로 위의 여러 칸에 흩어져 있다. 모두 모으면 아이동섬의 위치가 드러나고, 배는 그쪽으로 물길을 찾는다. 단서 하나하나는 아이동에 대해 조금씩 더 알게 해주는 조각이기도 하다.",,,,,,,,,wb_v1,ko_draft
p05_08.quote.01,lore,단서를 다 모은다고 아이동을 안다고 할 수는 없다. 그저 만나러 가는 길에 조금 더 준비가 된 마음이 될 뿐이다.,,,,,,,,,wb_v1,ko_draft
p05_08.data.01.title,lore,단서와 오브젝트,,,,,,,,,wb_v1,ko_draft
p05_08.data.01.row.01.label,lore,깃털 조각,,,,,,,,,wb_v1,ko_draft
p05_08.data.01.row.01.value,lore,아이동의 동물 페르소나에 따라 색과 모양이 다름. 가볍고 잘 날아다닌다. · 아이동이 가까이 있다는 첫 신호.,,,,,,,,,wb_v1,ko_draft
p05_08.data.01.row.02.label,lore,발자국 모양 돌,,,,,,,,,wb_v1,ko_draft
p05_08.data.01.row.02.value,lore,납작하고 작다. 물에 젖어 있다. · 아이동이 최근 이 근처 물가에 있었다는 흔적.,,,,,,,,,wb_v1,ko_draft
p05_08.data.01.row.03.label,lore,냄새 조각,,,,,,,,,wb_v1,ko_draft
p05_08.data.01.row.03.value,lore,눈에 보이지 않는다. 공기 중에 번진다. 흙이나 풀이나 어떤 식물 냄새. · 아이동섬의 계절과 기후를 짐작하게 한다.,,,,,,,,,wb_v1,ko_draft
p05_08.data.01.row.04.label,lore,빛 조각,,,,,,,,,wb_v1,ko_draft
p05_08.data.01.row.04.value,lore,물 위에 떠다니는 작은 빛 점. 건드리면 잠깐 따뜻해진다. · 아이동이 이쪽을 향해 뭔가를 생각한 흔적이라는 설이 있다.,,,,,,,,,wb_v1,ko_draft
p05_08.data.01.row.05.label,lore,소리 조각,,,,,,,,,wb_v1,ko_draft
p05_08.data.01.row.05.value,lore,"특정 칸에서만 들린다. 작은 콧노래, 발소리, 문 닫히는 소리 같은 것. · 아이동의 평소 생활 소리. 섬에 도착하면 비슷한 소리를 다시 만난다.",,,,,,,,,wb_v1,ko_draft
p05_08.data.01.row.06.label,lore,물건 조각,,,,,,,,,wb_v1,ko_draft
p05_08.data.01.row.06.value,lore,아이동이 쓰다가 흘린 것처럼 보이는 작은 물건. 부서지거나 낡아 있다. · 아이동이 어떤 것을 좋아하고 어떤 것을 오래 쓰는지 알게 된다.,,,,,,,,,wb_v1,ko_draft
p05_09.title,lore,친구섬으로 이어지는 다리,,,,,,,,,wb_v1,ko_draft
p05_09.category,lore,세계관,,,,,,,,,wb_v1,ko_draft
p05_09.nav_label,lore,친구섬으로 이어지는 다리,,,,,,,,,wb_v1,ko_draft
p05_09.summary.01,lore,"반짝섬과 다른 사람의 섬을 잇는 우정의 다리, 그 건너편의 이야기.",,,,,,,,,wb_v1,ko_draft
p05_09.body.01,lore,"우정의 다리(AREA-10)는 반짝섬에서 바다 쪽으로 뻗은 유일한 길이다. 이 다리가 특별한 것은 목적지가 정해져 있지 않다는 점이다. 건너편에 있는 것은 다른 사람의 반짝섬, 즉 친구섬이다.",,,,,,,,,wb_v1,ko_draft
p05_09.body.02,lore,"다리에는 손잡는 난간이 있다. 난간을 잡으면 두 손의 온기가 나무를 타고 다리 전체로 번진다고 한다. 혼자 건너면 발판에 빛이 하나씩만 켜지고, 둘이 함께 건너면 차례로 두 개씩 켜진다. 어느 쪽이 먼저 걸음을 뗐는지는 중요하지 않다.",,,,,,,,,wb_v1,ko_draft
p05_09.body.03,lore,"친구섬에 도착하면 모든 것이 낯설면서도 어딘가 익숙하다. 구역의 구성은 같지만 배치가 다르고, 아이동이 다르고, 어느 구역에 먼저 빛이 돌아왔는지도 다르다. 같은 지도를 다른 사람이 걸어온 결과, 그것이 친구섬이다.",,,,,,,,,wb_v1,ko_draft
p05_09.body.04,lore,"돌아올 때는 무언가를 남기고 온다. 발자국 하나, 기념물 옆에 놓인 작은 돌, 어쩌다 흘리고 온 단서 조각 하나. 그것이 방문의 흔적이고, 친구섬은 그것을 오래 기억한다.",,,,,,,,,wb_v1,ko_draft
p05_09.body.05,lore,"다리 난간의 어딘가에 두 이름이 새겨진 돌이 있다. 아무도 새기는 것을 보지 못했지만, 함께 다리를 건넌 날 이후 거기 생겨 있었다.",,,,,,,,,wb_v1,ko_draft
p05_09.quote.01,lore,"다리는 두 섬이 아니라, 건너가겠다고 결심한 두 사람을 잇는다.",,,,,,,,,wb_v1,ko_draft
p05_09.body.06,lore,*5장 집필 초안 / IDONG World 반짝섬 월드북 v1.0 / 2026-07-02*,,,,,,,,,wb_v1,ko_draft
s06_index.title,lore,도감템과 성장,,,,,,,,,wb_v1,ko_draft
s06_index.category,lore,세계관/기록,,,,,,,,,wb_v1,ko_draft
s06_index.nav_label,lore,도감템과 성장,,,,,,,,,wb_v1,ko_draft
s06_index.summary.01,lore,"아이동과 함께 보낸 시간이 물건으로 남고, 그 물건들이 다음 모습의 근거가 되는 이야기.",,,,,,,,,wb_v1,ko_draft
s06_index.body.01,lore,"이 장은 함께 보낸 기록을 다룬다. 아이동과 알게 된 것들이 물건으로 굳어 한 칸씩 도감을 채우고, 채워진 도감이 다음 모습으로 가는 문을 열어주는 과정이다. 성장은 수치가 아니라, 오래 함께 있었다는 사실 자체가 증거다.",,,,,,,,,wb_v1,ko_draft
s06_index.body.02,lore,하위 항목: p06_01 도감템이란 무엇인가 → p06_02 25칸 구조 → p06_03 도감템 분류 → p06_04 친밀도와 숙련도 → p06_05 연습실 → p06_06 데뷔 회의실 → p06_07 목표의 반짝 산 무대 → p06_08 성장 단계 색인 → p06_09 보석과 다음 모습 → p06_10 가장 빛난 뒤에도 남는 기록,,,,,,,,,wb_v1,ko_draft
p06_01.title,lore,도감템이란 무엇인가,,,,,,,,,wb_v1,ko_draft
p06_01.category,lore,세계관/기록,,,,,,,,,wb_v1,ko_draft
p06_01.nav_label,lore,도감템이란 무엇인가,,,,,,,,,wb_v1,ko_draft
p06_01.summary.01,lore,"함께 있었기 때문에 생겨난 물건들, 도감템의 정의와 성격.",,,,,,,,,wb_v1,ko_draft
p06_01.body.01,lore,"서랍 맨 안쪽을 열면 나오는 것들이 있다. 누가 챙기려고 모은 것도 아닌데, 어느 날 보면 거기 있는 것들. 함께 자주 걷던 길에서 주운 작은 돌, 같은 노래를 오래 들었더니 생긴 콧노래 버릇, 어느 계절 유난히 좋아했던 냄새의 기억. 그런 것들은 일부러 만들 수가 없다. 함께 보낸 시간이 스스로 남기는 것들이다.",,,,,,,,,wb_v1,ko_draft
p06_01.body.02,lore,"도감템은 그런 종류의 물건이다. 아이동과 함께 시간을 보내다 보면, 어느 순간 어딘가에서 무언가가 생겨나 있다. 같이 여러 번 간 구역에서 줍게 된 조약돌, 아이동이 즐겨 앉던 자리에서 우연히 발견한 깃털, 연습이 길어지던 날 문 앞에 놓여 있던 작은 과자 봉지. 이것들이 도감에 한 칸씩 자리를 잡는다.",,,,,,,,,wb_v1,ko_draft
p06_01.body.03,lore,"도감템은 아이동을 설명하는 물건이 아니다. 그보다는 이 아이동과 이 사람이 함께 있었다는 흔적이다. 같은 아이동이라도 누구와 어떤 시간을 보냈느냐에 따라 도감이 다르게 채워진다. 그래서 도감은 아이동의 목록이 아니라, **이 관계의 기록**이다.",,,,,,,,,wb_v1,ko_draft
p06_01.body.04,lore,"도감템에는 이름이 있다. 그 이름은 생김새에서 오기도 하고, 아이동과 있었던 어느 날에서 오기도 한다. 이름을 읽다 보면 어느 오후가 떠오르거나, 아이동이 처음 웃었던 표정이 잠깐 돌아오기도 한다. 그것이 도감템의 기능이다. 기능이라는 말이 이 물건들에는 어울리지 않지만.",,,,,,,,,wb_v1,ko_draft
p06_01.quote.01,lore,물건은 잊지 않는다. 함께 있었던 일을 한 칸씩 들고 있다.,,,,,,,,,wb_v1,ko_draft
p06_02.title,lore,25칸 구조,,,,,,,,,wb_v1,ko_draft
p06_02.category,lore,세계관/기록,,,,,,,,,wb_v1,ko_draft
p06_02.nav_label,lore,25칸 구조,,,,,,,,,wb_v1,ko_draft
p06_02.summary.01,lore,"한 아이동당 다섯 줄 다섯 칸 도감의 구성. 어떤 칸이 있고, 무엇이 거기를 채우는가.",,,,,,,,,wb_v1,ko_draft
p06_02.body.01,lore,"한 아이동의 도감은 다섯 줄 다섯 칸, 스물다섯 개의 자리로 이루어져 있다. 칸마다 이름이 있고, 이름마다 어울리는 물건이 있다. 처음 아이동이 도착했을 때는 전부 비어 있다. 함께 보내는 시간이 이 칸들을 하나씩 채운다. 다 채울 수 없어도 괜찮다. 채워진 칸이 채워지지 않은 칸의 사이에 있는 것, 그것이 이 도감의 실제 모습이다.",,,,,,,,,wb_v1,ko_draft
p06_02.body.02,lore,아래는 스물다섯 칸을 이루는 대표적인 자리들이다.,,,,,,,,,wb_v1,ko_draft
p06_02.body.03,lore,"나머지 칸들은 함께 있다 보면 저절로 이름을 얻는다. 굳이 무엇으로 채울지 생각하지 않아도 된다. 이 도감은 기획서가 아니라, 뒤늦게 펼쳐보는 일기에 가깝기 때문이다.",,,,,,,,,wb_v1,ko_draft
p06_02.quote.01,lore,빈 칸은 아직 오지 않은 시간이다.,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.title,lore,25칸 구조,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.01.label,lore,**첫 만남 메모**,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.01.text,lore,처음 눈이 마주친 날의 아주 짧은 기록. 대개 한 문장이 채 안 된다.,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.02.label,lore,**자주 간 구역 표식**,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.02.text,lore,함께 가장 많이 걸었던 구역의 흔적. 흙이 묻거나 풀씨가 끼어 있다.,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.03.label,lore,**계절 선물**,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.03.text,lore,"해당 계절에 아이동이 건네준 것. 계절마다 하나씩, 한 해에 네 개까지 쌓인다.",,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.04.label,lore,**첫 연습 증표**,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.04.text,lore,"처음 함께 무언가를 연습했던 날의 작은 증거. 찢어진 메모, 닳은 부분.",,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.05.label,lore,**좋아하는 것 목록**,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.05.text,lore,"아이동이 여러 번 보여준 취향. 식재료, 냄새, 날씨, 소리.",,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.06.label,lore,**싫어하는 것 목록**,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.06.text,lore,아이동이 피하는 것들. 적다고 무심한 게 아니라 알아채기 어려울 뿐이다.,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.07.label,lore,**함께 먹은 것**,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.07.text,lore,"같이 차린 밥상의 기록. 아침, 점심, 저녁 각각의 자리.",,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.08.label,lore,**처음 웃은 날**,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.08.text,lore,아이동이 처음 크게 웃은 날의 날짜와 짧은 장면.,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.09.label,lore,**오래 있었던 자리**,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.09.text,lore,"이 아이동이 가장 오래 머문 공간. 방, 마당, 구역 중 한 곳.",,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.10.label,lore,**별명 칸**,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.10.text,lore,함께 지내다 생겨난 부르는 방식. 처음부터 있던 이름과 다를 수 있다.,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.11.label,lore,**날씨 기억**,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.11.text,lore,"어느 날 같이 봤던 하늘. 비, 눈, 구름, 혹은 유독 파랬던 오후.",,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.12.label,lore,**마지막으로 준 것**,,,,,,,,,wb_v1,ko_draft
p06_02.codex.01.card.12.text,lore,가장 최근에 아이동에게 건넨 물건이나 시간.,,,,,,,,,wb_v1,ko_draft
p06_03.title,lore,도감템 분류,,,,,,,,,wb_v1,ko_draft
p06_03.category,lore,세계관/기록,,,,,,,,,wb_v1,ko_draft
p06_03.nav_label,lore,도감템 분류,,,,,,,,,wb_v1,ko_draft
p06_03.summary.01,lore,도감템이 어디서 오는지에 따른 분류표.,,,,,,,,,wb_v1,ko_draft
p06_03.body.01,lore,도감템은 생겨나는 방식에 따라 세 갈래로 나뉜다. 어느 쪽이 더 귀하거나 더 흔하다는 뜻은 없다. 다만 어떤 시간이 이 물건을 만들었는지가 다를 뿐이다.,,,,,,,,,wb_v1,ko_draft
p06_03.body.02,lore,"도감템은 거래되거나 교환되지 않는다. 이 관계에서 생겨난 것이라, 이 관계를 떠나서는 의미가 없다. 다른 섬의 같은 아이동이라도 거기서 생긴 도감은 거기의 것이다.",,,,,,,,,wb_v1,ko_draft
p06_03.quote.01,lore,"같은 시간을 보내도, 남는 물건은 사람마다 다르다.",,,,,,,,,wb_v1,ko_draft
p06_03.data.01.title,lore,도감템 분류,,,,,,,,,wb_v1,ko_draft
p06_03.data.01.row.01.label,lore,**함께 간 곳의 흔적**,,,,,,,,,wb_v1,ko_draft
p06_03.data.01.row.01.value,lore,"구역을 함께 걸어다니다 생긴 것 · 자주 가는 구역에서 줍거나, 아이동이 어느 날 들고 나타남 · 자주 간 구역 표식, 계절 선물, 날씨 기억",,,,,,,,,wb_v1,ko_draft
p06_03.data.01.row.02.label,lore,**함께 한 일의 증거**,,,,,,,,,wb_v1,ko_draft
p06_03.data.01.row.02.value,lore,"연습·식사·잠자리 등 일상에서 남겨진 것 · 같이 밥을 차리거나, 연습이 끝난 뒤 발견됨 · 첫 연습 증표, 함께 먹은 것, 처음 웃은 날",,,,,,,,,wb_v1,ko_draft
p06_03.data.01.row.03.label,lore,**아이동이 알게 해준 것**,,,,,,,,,wb_v1,ko_draft
p06_03.data.01.row.03.value,lore,"이 아이동을 통해 처음 알게 된 취향이나 성질 · 오래 같이 있을수록 조금씩 드러남 · 좋아하는 것 목록, 싫어하는 것 목록, 별명 칸",,,,,,,,,wb_v1,ko_draft
p06_04.title,lore,친밀도와 숙련도,,,,,,,,,wb_v1,ko_draft
p06_04.category,lore,세계관/기록,,,,,,,,,wb_v1,ko_draft
p06_04.nav_label,lore,친밀도와 숙련도,,,,,,,,,wb_v1,ko_draft
p06_04.summary.01,lore,함께 보낸 시간이 두 가지 결로 쌓이는 방식.,,,,,,,,,wb_v1,ko_draft
p06_04.body.01,lore,"시간은 두 방향으로 쌓인다. 하나는 **알아가는 방향**, 다른 하나는 **함께 잘하게 되는 방향**이다.",,,,,,,,,wb_v1,ko_draft
p06_04.body.02,lore,"알아가는 방향이란 이런 것이다. 처음에는 몰랐던 것들이 조금씩 드러난다. 이 아이동이 아침보다 밤에 더 활발하다는 것, 특정 구역에 가면 표정이 달라진다는 것, 어떤 음식 앞에서는 귀가 쫑긋해진다는 것. 이 쌓임을 **친밀도**라고 부른다. 친밀도는 측정하는 것이 아니라 느끼는 것이다. ""이 아이동을 조금 더 알게 됐다""는 감각이 쌓이면 자연스럽게 도감 칸 하나가 따뜻해진다.",,,,,,,,,wb_v1,ko_draft
p06_04.body.03,lore,"함께 잘하게 되는 방향은 다르다. 같이 연습을 거듭하고, 밥을 여러 번 차리고, 이런저런 구역을 오가다 보면 어느 날 갑자기 서로의 호흡이 맞아 있다는 걸 알게 된다. 이 쌓임을 **숙련도**라고 부른다. 숙련도는 돌아보았을 때만 보인다. 어느 날 문득, ""전에는 이게 어색했는데"" 하고 깨닫는 순간에.",,,,,,,,,wb_v1,ko_draft
p06_04.body.04,lore,"두 가지가 함께 쌓일 때, 도감은 더 빨리 채워진다. 하지만 친밀도 없는 숙련은 바쁜 연습이고, 숙련 없는 친밀함은 그저 좋아하는 마음일 뿐이다. 둘이 같이 자라야 아이동의 다음 모습을 위한 문이 열린다. 문이 열린다는 것이 무슨 뜻인지는 이 장 뒤쪽에서 조금 더 이야기한다.",,,,,,,,,wb_v1,ko_draft
p06_04.quote.01,lore,"오래 함께 있으면, 잘하게 되는 것보다 먼저 알아채게 되는 것들이 있다.",,,,,,,,,wb_v1,ko_draft
p06_05.title,lore,연습실,,,,,,,,,wb_v1,ko_draft
p06_05.category,lore,생활/세계관,,,,,,,,,wb_v1,ko_draft
p06_05.nav_label,lore,연습실,,,,,,,,,wb_v1,ko_draft
p06_05.summary.01,lore,아이동과 함께 있는 연습실의 어느 오후 장면.,,,,,,,,,wb_v1,ko_draft
p06_05.body.01,lore,"연습실은 숙소 안쪽에 있다. 문은 오래 여닫아 군데군데 칠이 벗겨져 있고, 문틀 위에 작은 먼지가 내려앉아 있다. 안으로 들어서면 마루 특유의 서늘함이 발바닥에서 올라오고, 한쪽 벽에는 거울이 있다. 거울 아래 선반에는 아이동이 흘리고 간 듯한 소품들이 놓여 있다. 접힌 메모지 하나, 반쯤 마신 물컵, 어떤 날인지 모를 날짜가 적힌 스티커.",,,,,,,,,wb_v1,ko_draft
p06_05.body.02,lore,"오후에 연습실을 찾으면 대개 아이동이 이미 와 있다. 창가 쪽 햇빛이 마루 위로 네모나게 떨어져 있고, 아이동은 그 빛 안팎을 왔다 갔다 한다. 무언가를 반복하고 있는 것 같기도 하고, 그냥 있는 것 같기도 하다. 들어서는 사람을 보면 고개를 들지만 말은 없다. 같이 있어도 괜찮다는 뜻이다.",,,,,,,,,wb_v1,ko_draft
p06_05.body.03,lore,"무언가를 함께 연습하는 날이면 방의 공기가 달라진다. 같은 동작을 여러 번 거듭하고, 가끔 웃고, 가끔 멈추고, 거울 속의 서로를 번갈아 본다. 거울은 잘한 것을 따로 표시하지 않는다. 다만 오늘의 모습을 그대로 비춰 줄 뿐이다.",,,,,,,,,wb_v1,ko_draft
p06_05.body.04,lore,"연습이 끝나면 바닥에 앉아 잠시 쉰다. 햇빛이 조금 기울어져 있다. 아이동의 귀가 천천히 내려앉는다. 이런 오후가 몇 번 쌓이면, 도감 어딘가에 이름 없는 칸 하나가 슬며시 채워진다.",,,,,,,,,wb_v1,ko_draft
p06_05.body.05,lore,"**소품:** 벗겨진 문틀, 거울 아래 접힌 메모지, 반쯤 마신 물컵, 마루 위 햇빛의 네모, 기울어지는 아이동의 귀.",,,,,,,,,wb_v1,ko_draft
p06_05.quote.01,lore,"잘하게 되는 일은 오래 걸리지만, 같이 있는 일은 오늘 바로 할 수 있다.",,,,,,,,,wb_v1,ko_draft
p06_06.title,lore,데뷔 회의실,,,,,,,,,wb_v1,ko_draft
p06_06.category,lore,세계관/기록,,,,,,,,,wb_v1,ko_draft
p06_06.nav_label,lore,데뷔 회의실,,,,,,,,,wb_v1,ko_draft
p06_06.summary.01,lore,"아이동이 다음 모습으로 가기 전, 그 변화를 앞두고 잠시 머무는 자리.",,,,,,,,,wb_v1,ko_draft
p06_06.body.01,lore,"데뷔 회의실이라는 이름이 붙어 있지만, 실제로 회의가 열리는 것은 아니다. 긴 탁자도 없고, 칠판도 없다. 있는 건 창이 하나 크게 난 방 하나, 그 앞에 둔 의자 두 개, 그리고 탁자 위에 놓인 서류처럼 생긴 것들이다. 서류라기보다는 메모에 가깝고, 메모라기보다는 지금까지 쌓인 도감의 기록에 가깝다.",,,,,,,,,wb_v1,ko_draft
p06_06.body.02,lore,"아이동이 다음 모습을 앞두면, 그러니까 충분히 알게 되고 충분히 함께 해왔다는 감각이 쌓이면, 이 방에 오게 된다. 혼자 올 때도 있고, 같이 올 때도 있다. 방에서는 별다른 일이 일어나지 않는다. 창밖으로 섬이 보이고, 의자에 앉아 한동안 그걸 바라보는 것이 전부다.",,,,,,,,,wb_v1,ko_draft
p06_06.body.03,lore,"그런데 이 방에 들어오면 이상하게 조용해진다. 지금까지의 시간이 한꺼번에 방 안으로 들어온 것 같은 느낌이라고 해야 할까. 첫 만남의 어색함, 밥을 같이 먹던 저녁, 연습이 길어지던 날 밤, 처음 웃었던 오후, 그것들이 공기가 되어 방 안에 가득 차 있다. 무언가 말해야 할 것 같은데, 아무 말도 떠오르지 않는다. 괜찮다. 이 방은 말보다 침묵이 더 많은 곳이다.",,,,,,,,,wb_v1,ko_draft
p06_06.body.04,lore,창밖으로 보이는 섬이 그날따라 유난히 또렷하다.,,,,,,,,,wb_v1,ko_draft
p06_06.quote.01,lore,"변화는 선언하는 것이 아니라, 이미 충분히 준비된 자리에서 조용히 일어난다.",,,,,,,,,wb_v1,ko_draft
p06_07.title,lore,목표의 반짝 산 무대,,,,,,,,,wb_v1,ko_draft
p06_07.category,lore,세계관/기록,,,,,,,,,wb_v1,ko_draft
p06_07.nav_label,lore,목표의 반짝 산 무대,,,,,,,,,wb_v1,ko_draft
p06_07.summary.01,lore,"데뷔 무대가 열리는 장소. 섬에서 가장 높고, 섬 전체가 올려다보는 자리.",,,,,,,,,wb_v1,ko_draft
p06_07.body.01,lore,"마지막 능선을 넘으면 바람이 한 박자 멎는다. 발 아래에 별무대백합이 키 큰 꽃대를 흔들고, 그 너머로 하늘을 향해 열린 둥근 자리가 있다. 정상 무대다.",,,,,,,,,wb_v1,ko_draft
p06_07.body.02,lore,"무대는 화려하지 않다. 막도 없고, 조명탑도 없다. 그저 하늘을 향해 열린 매끄러운 단 하나와, 그 가장자리에 걸린 작은 청동 종. 무대 한복판에는 발자국이 하나 새겨져 있다. 빛바랜 자국이다. 여기에 처음 발을 디딘 사람의 흔적이라고들 하는데, 누구였는지는 아무도 모른다. 다만 그 발자국이 찍히던 날, 잿빛이던 산이 처음으로 통째로 반짝였다고 전해진다.",,,,,,,,,wb_v1,ko_draft
p06_07.body.03,lore,"이 무대가 특별한 이유는 높이가 아니라 **방향** 때문이다. 정상에 서면 섬의 모든 구역이 한눈에 내려다보인다. 그리고 동시에, 섬의 어디서든 이 봉우리를 올려다볼 수 있다. 누군가 이 무대에 처음 서는 날, 섬의 모든 구역이 하던 일을 멈추고 고개를 든다. 빨랫줄 앞에서도, 폭포 곁에서도, 동굴 안에서도. 한 사람의 처음이, 그날 섬 전체의 풍경이 된다.",,,,,,,,,wb_v1,ko_draft
p06_07.body.04,lore,"박수의 메아리 종은 박수가 있을 때만 울린다. 아무도 치지 않아도 된다. 처음 받는 박수가 종 속으로 들어가, 바람이 불 때마다 아주 오래된 그날의 환호가 한 자락씩 되돌아오도록.",,,,,,,,,wb_v1,ko_draft
p06_07.quote.01,lore,"정상은 끝이 아니라, 섬 전체가 너를 한 번 알아봐 주는 한순간이다.",,,,,,,,,wb_v1,ko_draft
p06_08.title,lore,성장 단계 색인,,,,,,,,,wb_v1,ko_draft
p06_08.category,lore,세계관/기록,,,,,,,,,wb_v1,ko_draft
p06_08.nav_label,lore,성장 단계 색인,,,,,,,,,wb_v1,ko_draft
p06_08.summary.01,lore,아이동이 어떤 순서로 다음 모습을 향해 나아가는지의 흐름.,,,,,,,,,wb_v1,ko_draft
p06_08.body.01,lore,"아이동의 변화는 단번에 오지 않는다. 함께 보낸 시간이 몇 겹 쌓여, 어느 날 조금 달라진 모습으로 나타난다. 아래는 그 흐름을 순서로 기억하는 방식이다.",,,,,,,,,wb_v1,ko_draft
p06_08.quote.01,lore,"성장은 끝이 아니라, 다시 시작할 수 있는 자리를 바꾸는 일이다.",,,,,,,,,wb_v1,ko_draft
p06_08.time.01.title,lore,성장 단계 색인,,,,,,,,,wb_v1,ko_draft
p06_08.time.01.item.01.label,lore,첫째 단계: 낯선 아이동,,,,,,,,,wb_v1,ko_draft
p06_08.time.01.item.01.text,lore,"처음 도착한 아이동이다. 어떤 것을 좋아하는지, 어떤 구역에서 편안해하는지, 아직 아무것도 모른다. 도감은 비어 있고, 그 빈 칸들이 오히려 먼저 말을 건다. ""우리 이제 알아가는 중이에요.""",,,,,,,,,wb_v1,ko_draft
p06_08.time.01.item.02.label,lore,둘째 단계: 함께 있는 아이동,,,,,,,,,wb_v1,ko_draft
p06_08.time.01.item.02.text,lore,"몇 번 밥을 같이 먹고, 몇 군데 같이 걷고 나면 조금씩 드러나는 것들이 생긴다. 귀가 쫑긋해지는 순간, 꼬리의 속도, 혼자 있을 때와 같이 있을 때의 차이. 도감에 칸이 하나씩 채워지기 시작한다.",,,,,,,,,wb_v1,ko_draft
p06_08.time.01.item.03.label,lore,셋째 단계: 연습하는 아이동,,,,,,,,,wb_v1,ko_draft
p06_08.time.01.item.03.text,lore,"무언가를 함께 반복하는 시간이 쌓이면, 아이동의 어느 부분이 단단해지는 게 느껴진다. 처음에는 어색하던 것이 어느 날 자연스러워진다. 아이동도 알아채는 것 같다. 조금 달라진 자기 자신을.",,,,,,,,,wb_v1,ko_draft
p06_08.time.01.item.04.label,lore,넷째 단계: 데뷔를 앞둔 아이동,,,,,,,,,wb_v1,ko_draft
p06_08.time.01.item.04.text,lore,"도감이 충분히 채워지고, 함께 있어 온 시간이 어느 무게에 이르면, 아이동이 데뷔 회의실로 향한다. 이 단계의 아이동은 조용하다. 말이 줄고, 창밖을 자주 본다. 무언가를 기다리는 것인지, 아니면 이미 마음이 정해진 것인지.",,,,,,,,,wb_v1,ko_draft
p06_08.time.01.item.05.label,lore,다섯째 단계: 반짝 산 무대,,,,,,,,,wb_v1,ko_draft
